metricsType,progress,startTime,mapId,state,host,diagnostic,assignedContainer,executionTimeSec,elapsedTimeSec,finishTime,blockId,jobId,timestamp
metricsType=map,16.809345,1710855664780,attempt_1710848715047_0053_m_000001_0,RUNNING,worker3:8042,,container_1710848715047_0053_01_000004,18.713,18.713,0,hdfs://master:9000/pagerank1073741824 > map,application_1710848715047_0053,1710855681.0343497
metricsType=map,16.27626,1710855664780,attempt_1710848715047_0053_m_000002_0,RUNNING,worker5:8042,,container_1710848715047_0053_01_000005,18.726,18.726,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0053,1710855681.0474806
metricsType=map,17.69299,1710855665648,attempt_1710848715047_0053_m_000003_0,RUNNING,worker3:8042,,container_1710848715047_0053_01_000010,17.871,17.871,0,hdfs://master:9000/pagerank3221225472 > map,application_1710848715047_0053,1710855681.0611696
metricsType=map,16.961523,1710855665641,attempt_1710848715047_0053_m_000004_0,RUNNING,worker1:8042,,container_1710848715047_0053_01_000006,17.893,17.893,0,hdfs://master:9000/pagerank4294967296 > map,application_1710848715047_0053,1710855681.0757115
metricsType=map,18.21292,1710855665637,attempt_1710848715047_0053_m_000005_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000008,17.911,17.911,0,hdfs://master:9000/pagerank5368709120 > map,application_1710848715047_0053,1710855681.089375
metricsType=map,15.119654,1710855664778,attempt_1710848715047_0053_m_000006_0,RUNNING,worker2:8042,,container_1710848715047_0053_01_000003,18.783,18.783,0,hdfs://master:9000/pagerank6442450944 > map,application_1710848715047_0053,1710855681.1025915
metricsType=map,17.489206,1710855665647,attempt_1710848715047_0053_m_000007_0,RUNNING,worker2:8042,,container_1710848715047_0053_01_000009,17.927,17.927,0,hdfs://master:9000/pagerank7516192768 > map,application_1710848715047_0053,1710855681.116092
metricsType=map,16.200777,1710855665655,attempt_1710848715047_0053_m_000008_0,RUNNING,worker5:8042,,container_1710848715047_0053_01_000011,17.932,17.932,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0053,1710855681.128792
metricsType=map,26.175638,1710855665637,attempt_1710848715047_0053_m_000009_0,RUNNING,worker6:8042,,container_1710848715047_0053_01_000007,17.964,17.964,0,hdfs://master:9000/pagerank9663676416 > map,application_1710848715047_0053,1710855681.1424458
metricsType=map,26.04779,1710855664781,attempt_1710848715047_0053_m_000000_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000002,21.885,21.885,0,hdfs://master:9000/pagerank0 > map,application_1710848715047_0053,1710855684.2077842
metricsType=map,26.23788,1710855664780,attempt_1710848715047_0053_m_000001_0,RUNNING,worker3:8042,,container_1710848715047_0053_01_000004,21.901,21.901,0,hdfs://master:9000/pagerank1073741824 > map,application_1710848715047_0053,1710855684.2226105
metricsType=map,25.231892,1710855664780,attempt_1710848715047_0053_m_000002_0,RUNNING,worker5:8042,,container_1710848715047_0053_01_000005,21.913,21.913,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0053,1710855684.2343807
metricsType=map,27.144047,1710855665648,attempt_1710848715047_0053_m_000003_0,RUNNING,worker3:8042,,container_1710848715047_0053_01_000010,21.058,21.058,0,hdfs://master:9000/pagerank3221225472 > map,application_1710848715047_0053,1710855684.2479997
metricsType=map,25.749033,1710855665641,attempt_1710848715047_0053_m_000004_0,RUNNING,worker1:8042,,container_1710848715047_0053_01_000006,21.079,21.079,0,hdfs://master:9000/pagerank4294967296 > map,application_1710848715047_0053,1710855684.2616706
metricsType=map,27.932682,1710855665637,attempt_1710848715047_0053_m_000005_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000008,21.096,21.096,0,hdfs://master:9000/pagerank5368709120 > map,application_1710848715047_0053,1710855684.2744534
metricsType=map,23.940142,1710855664778,attempt_1710848715047_0053_m_000006_0,RUNNING,worker2:8042,,container_1710848715047_0053_01_000003,21.967,21.967,0,hdfs://master:9000/pagerank6442450944 > map,application_1710848715047_0053,1710855684.2873
metricsType=map,26.7233,1710855665647,attempt_1710848715047_0053_m_000007_0,RUNNING,worker2:8042,,container_1710848715047_0053_01_000009,21.112,21.112,0,hdfs://master:9000/pagerank7516192768 > map,application_1710848715047_0053,1710855684.3009584
metricsType=map,25.221556,1710855665655,attempt_1710848715047_0053_m_000008_0,RUNNING,worker5:8042,,container_1710848715047_0053_01_000011,21.119,21.119,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0053,1710855684.3152509
metricsType=map,39.875595,1710855665637,attempt_1710848715047_0053_m_000009_0,RUNNING,worker6:8042,,container_1710848715047_0053_01_000007,21.153,21.153,0,hdfs://master:9000/pagerank9663676416 > map,application_1710848715047_0053,1710855684.3313549
metricsType=map,26.04779,1710855664781,attempt_1710848715047_0053_m_000000_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000002,25.064,25.064,0,hdfs://master:9000/pagerank0 > map,application_1710848715047_0053,1710855687.3869348
metricsType=map,26.23788,1710855664780,attempt_1710848715047_0053_m_000001_0,RUNNING,worker3:8042,,container_1710848715047_0053_01_000004,25.082,25.082,0,hdfs://master:9000/pagerank1073741824 > map,application_1710848715047_0053,1710855687.4036674
metricsType=map,25.231892,1710855664780,attempt_1710848715047_0053_m_000002_0,RUNNING,worker5:8042,,container_1710848715047_0053_01_000005,25.096,25.096,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0053,1710855687.4172716
metricsType=map,27.144047,1710855665648,attempt_1710848715047_0053_m_000003_0,RUNNING,worker3:8042,,container_1710848715047_0053_01_000010,24.241,24.241,0,hdfs://master:9000/pagerank3221225472 > map,application_1710848715047_0053,1710855687.4302049
metricsType=map,25.749033,1710855665641,attempt_1710848715047_0053_m_000004_0,RUNNING,worker1:8042,,container_1710848715047_0053_01_000006,24.263,24.263,0,hdfs://master:9000/pagerank4294967296 > map,application_1710848715047_0053,1710855687.4457817
metricsType=map,27.932682,1710855665637,attempt_1710848715047_0053_m_000005_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000008,24.281,24.281,0,hdfs://master:9000/pagerank5368709120 > map,application_1710848715047_0053,1710855687.4594994
metricsType=map,23.940142,1710855664778,attempt_1710848715047_0053_m_000006_0,RUNNING,worker2:8042,,container_1710848715047_0053_01_000003,25.153,25.153,0,hdfs://master:9000/pagerank6442450944 > map,application_1710848715047_0053,1710855687.472614
metricsType=map,26.7233,1710855665647,attempt_1710848715047_0053_m_000007_0,RUNNING,worker2:8042,,container_1710848715047_0053_01_000009,24.297,24.297,0,hdfs://master:9000/pagerank7516192768 > map,application_1710848715047_0053,1710855687.4862468
metricsType=map,25.221556,1710855665655,attempt_1710848715047_0053_m_000008_0,RUNNING,worker5:8042,,container_1710848715047_0053_01_000011,24.305,24.305,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0053,1710855687.5020623
metricsType=map,39.875595,1710855665637,attempt_1710848715047_0053_m_000009_0,RUNNING,worker6:8042,,container_1710848715047_0053_01_000007,24.336,24.336,0,hdfs://master:9000/pagerank9663676416 > map,application_1710848715047_0053,1710855687.5144854
metricsType=map,35.695602,1710855664781,attempt_1710848715047_0053_m_000000_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000002,28.251,28.251,0,hdfs://master:9000/pagerank0 > map,application_1710848715047_0053,1710855690.573956
metricsType=map,35.952957,1710855664780,attempt_1710848715047_0053_m_000001_0,RUNNING,worker3:8042,,container_1710848715047_0053_01_000004,28.267,28.267,0,hdfs://master:9000/pagerank1073741824 > map,application_1710848715047_0053,1710855690.588811
metricsType=map,34.371834,1710855664780,attempt_1710848715047_0053_m_000002_0,RUNNING,worker5:8042,,container_1710848715047_0053_01_000005,28.28,28.28,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0053,1710855690.6012235
metricsType=map,36.58833,1710855665648,attempt_1710848715047_0053_m_000003_0,RUNNING,worker3:8042,,container_1710848715047_0053_01_000010,27.425,27.425,0,hdfs://master:9000/pagerank3221225472 > map,application_1710848715047_0053,1710855690.6149652
metricsType=map,34.43697,1710855665641,attempt_1710848715047_0053_m_000004_0,RUNNING,worker1:8042,,container_1710848715047_0053_01_000006,27.448,27.448,0,hdfs://master:9000/pagerank4294967296 > map,application_1710848715047_0053,1710855690.6301827
metricsType=map,37.682198,1710855665637,attempt_1710848715047_0053_m_000005_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000008,27.465,27.465,0,hdfs://master:9000/pagerank5368709120 > map,application_1710848715047_0053,1710855690.6432424
metricsType=map,33.116947,1710855664778,attempt_1710848715047_0053_m_000006_0,RUNNING,worker2:8042,,container_1710848715047_0053_01_000003,28.337,28.337,0,hdfs://master:9000/pagerank6442450944 > map,application_1710848715047_0053,1710855690.655956
metricsType=map,36.017998,1710855665647,attempt_1710848715047_0053_m_000007_0,RUNNING,worker2:8042,,container_1710848715047_0053_01_000009,27.48,27.48,0,hdfs://master:9000/pagerank7516192768 > map,application_1710848715047_0053,1710855690.6687615
metricsType=map,34.452538,1710855665655,attempt_1710848715047_0053_m_000008_0,RUNNING,worker5:8042,,container_1710848715047_0053_01_000011,27.485,27.485,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0053,1710855690.681718
metricsType=map,53.547935,1710855665637,attempt_1710848715047_0053_m_000009_0,RUNNING,worker6:8042,,container_1710848715047_0053_01_000007,27.517,27.517,0,hdfs://master:9000/pagerank9663676416 > map,application_1710848715047_0053,1710855690.6950114
metricsType=map,35.695602,1710855664781,attempt_1710848715047_0053_m_000000_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000002,31.434,31.434,0,hdfs://master:9000/pagerank0 > map,application_1710848715047_0053,1710855693.760347
metricsType=map,35.952957,1710855664780,attempt_1710848715047_0053_m_000001_0,RUNNING,worker3:8042,,container_1710848715047_0053_01_000004,31.454,31.454,0,hdfs://master:9000/pagerank1073741824 > map,application_1710848715047_0053,1710855693.7749543
metricsType=map,34.371834,1710855664780,attempt_1710848715047_0053_m_000002_0,RUNNING,worker5:8042,,container_1710848715047_0053_01_000005,31.467,31.467,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0053,1710855693.7878902
metricsType=map,36.58833,1710855665648,attempt_1710848715047_0053_m_000003_0,RUNNING,worker3:8042,,container_1710848715047_0053_01_000010,30.611,30.611,0,hdfs://master:9000/pagerank3221225472 > map,application_1710848715047_0053,1710855693.801137
metricsType=map,34.43697,1710855665641,attempt_1710848715047_0053_m_000004_0,RUNNING,worker1:8042,,container_1710848715047_0053_01_000006,30.632,30.632,0,hdfs://master:9000/pagerank4294967296 > map,application_1710848715047_0053,1710855693.8143563
metricsType=map,37.682198,1710855665637,attempt_1710848715047_0053_m_000005_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000008,30.649,30.649,0,hdfs://master:9000/pagerank5368709120 > map,application_1710848715047_0053,1710855693.8277433
metricsType=map,33.116947,1710855664778,attempt_1710848715047_0053_m_000006_0,RUNNING,worker2:8042,,container_1710848715047_0053_01_000003,31.521,31.521,0,hdfs://master:9000/pagerank6442450944 > map,application_1710848715047_0053,1710855693.8417208
metricsType=map,36.017998,1710855665647,attempt_1710848715047_0053_m_000007_0,RUNNING,worker2:8042,,container_1710848715047_0053_01_000009,30.666,30.666,0,hdfs://master:9000/pagerank7516192768 > map,application_1710848715047_0053,1710855693.8542576
metricsType=map,34.452538,1710855665655,attempt_1710848715047_0053_m_000008_0,RUNNING,worker5:8042,,container_1710848715047_0053_01_000011,30.671,30.671,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0053,1710855693.867635
metricsType=map,53.547935,1710855665637,attempt_1710848715047_0053_m_000009_0,RUNNING,worker6:8042,,container_1710848715047_0053_01_000007,30.703,30.703,0,hdfs://master:9000/pagerank9663676416 > map,application_1710848715047_0053,1710855693.8811388
metricsType=map,45.159725,1710855664781,attempt_1710848715047_0053_m_000000_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000002,34.621,34.621,0,hdfs://master:9000/pagerank0 > map,application_1710848715047_0053,1710855696.9431028
metricsType=map,45.814102,1710855664780,attempt_1710848715047_0053_m_000001_0,RUNNING,worker3:8042,,container_1710848715047_0053_01_000004,34.636,34.636,0,hdfs://master:9000/pagerank1073741824 > map,application_1710848715047_0053,1710855696.9577968
metricsType=map,43.763126,1710855664780,attempt_1710848715047_0053_m_000002_0,RUNNING,worker5:8042,,container_1710848715047_0053_01_000005,34.648,34.648,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0053,1710855696.9696474
metricsType=map,46.143646,1710855665648,attempt_1710848715047_0053_m_000003_0,RUNNING,worker3:8042,,container_1710848715047_0053_01_000010,33.794,33.794,0,hdfs://master:9000/pagerank3221225472 > map,application_1710848715047_0053,1710855696.9829571
metricsType=map,43.259315,1710855665641,attempt_1710848715047_0053_m_000004_0,RUNNING,worker1:8042,,container_1710848715047_0053_01_000006,33.813,33.813,0,hdfs://master:9000/pagerank4294967296 > map,application_1710848715047_0053,1710855696.9956636
metricsType=map,47.505882,1710855665637,attempt_1710848715047_0053_m_000005_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000008,33.829,33.829,0,hdfs://master:9000/pagerank5368709120 > map,application_1710848715047_0053,1710855697.0079296
metricsType=map,41.813557,1710855664778,attempt_1710848715047_0053_m_000006_0,RUNNING,worker2:8042,,container_1710848715047_0053_01_000003,34.701,34.701,0,hdfs://master:9000/pagerank6442450944 > map,application_1710848715047_0053,1710855697.0205927
metricsType=map,45.58209,1710855665647,attempt_1710848715047_0053_m_000007_0,RUNNING,worker2:8042,,container_1710848715047_0053_01_000009,33.845,33.845,0,hdfs://master:9000/pagerank7516192768 > map,application_1710848715047_0053,1710855697.0338054
metricsType=map,43.241535,1710855665655,attempt_1710848715047_0053_m_000008_0,RUNNING,worker5:8042,,container_1710848715047_0053_01_000011,33.85,33.85,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0053,1710855697.0464041
metricsType=map,100.0,1710855665637,attempt_1710848715047_0053_m_000009_0,SUCCEEDED,worker6:8042,,container_1710848715047_0053_01_000007,31.408,31.408,1710855697045,hdfs://master:9000/pagerank9663676416,application_1710848715047_0053,1710855697.058736
metricsType=map,45.159725,1710855664781,attempt_1710848715047_0053_m_000000_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000002,37.783,37.783,0,hdfs://master:9000/pagerank0 > map,application_1710848715047_0053,1710855700.1058762
metricsType=map,45.814102,1710855664780,attempt_1710848715047_0053_m_000001_0,RUNNING,worker3:8042,,container_1710848715047_0053_01_000004,37.8,37.8,0,hdfs://master:9000/pagerank1073741824 > map,application_1710848715047_0053,1710855700.1211
metricsType=map,43.763126,1710855664780,attempt_1710848715047_0053_m_000002_0,RUNNING,worker5:8042,,container_1710848715047_0053_01_000005,37.811,37.811,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0053,1710855700.132669
metricsType=map,46.143646,1710855665648,attempt_1710848715047_0053_m_000003_0,RUNNING,worker3:8042,,container_1710848715047_0053_01_000010,36.956,36.956,0,hdfs://master:9000/pagerank3221225472 > map,application_1710848715047_0053,1710855700.144797
metricsType=map,43.259315,1710855665641,attempt_1710848715047_0053_m_000004_0,RUNNING,worker1:8042,,container_1710848715047_0053_01_000006,36.975,36.975,0,hdfs://master:9000/pagerank4294967296 > map,application_1710848715047_0053,1710855700.157662
metricsType=map,47.505882,1710855665637,attempt_1710848715047_0053_m_000005_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000008,36.992,36.992,0,hdfs://master:9000/pagerank5368709120 > map,application_1710848715047_0053,1710855700.1711428
metricsType=map,41.813557,1710855664778,attempt_1710848715047_0053_m_000006_0,RUNNING,worker2:8042,,container_1710848715047_0053_01_000003,37.866,37.866,0,hdfs://master:9000/pagerank6442450944 > map,application_1710848715047_0053,1710855700.1854389
metricsType=map,45.58209,1710855665647,attempt_1710848715047_0053_m_000007_0,RUNNING,worker2:8042,,container_1710848715047_0053_01_000009,37.01,37.01,0,hdfs://master:9000/pagerank7516192768 > map,application_1710848715047_0053,1710855700.199361
metricsType=map,43.241535,1710855665655,attempt_1710848715047_0053_m_000008_0,RUNNING,worker5:8042,,container_1710848715047_0053_01_000011,37.015,37.015,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0053,1710855700.2112715
metricsType=map,100.0,1710855665637,attempt_1710848715047_0053_m_000009_0,SUCCEEDED,worker6:8042,,container_1710848715047_0053_01_000007,31.408,31.408,1710855697045,hdfs://master:9000/pagerank9663676416,application_1710848715047_0053,1710855700.2226174
metricsType=map,51.253693,1710855664781,attempt_1710848715047_0053_m_000000_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000002,40.944,40.944,0,hdfs://master:9000/pagerank0 > map,application_1710848715047_0053,1710855703.2672558
metricsType=map,55.726547,1710855664780,attempt_1710848715047_0053_m_000001_0,RUNNING,worker3:8042,,container_1710848715047_0053_01_000004,40.961,40.961,0,hdfs://master:9000/pagerank1073741824 > map,application_1710848715047_0053,1710855703.282083
metricsType=map,53.26194,1710855664780,attempt_1710848715047_0053_m_000002_0,RUNNING,worker5:8042,,container_1710848715047_0053_01_000005,40.974,40.974,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0053,1710855703.294694
metricsType=map,55.91449,1710855665648,attempt_1710848715047_0053_m_000003_0,RUNNING,worker3:8042,,container_1710848715047_0053_01_000010,40.118,40.118,0,hdfs://master:9000/pagerank3221225472 > map,application_1710848715047_0053,1710855703.3072684
metricsType=map,52.14284,1710855665641,attempt_1710848715047_0053_m_000004_0,RUNNING,worker1:8042,,container_1710848715047_0053_01_000006,40.137,40.137,0,hdfs://master:9000/pagerank4294967296 > map,application_1710848715047_0053,1710855703.3211699
metricsType=map,52.09309,1710855665637,attempt_1710848715047_0053_m_000005_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000008,40.155,40.155,0,hdfs://master:9000/pagerank5368709120 > map,application_1710848715047_0053,1710855703.333803
metricsType=map,50.98466,1710855664778,attempt_1710848715047_0053_m_000006_0,RUNNING,worker2:8042,,container_1710848715047_0053_01_000003,41.027,41.027,0,hdfs://master:9000/pagerank6442450944 > map,application_1710848715047_0053,1710855703.3466966
metricsType=map,54.555756,1710855665647,attempt_1710848715047_0053_m_000007_0,RUNNING,worker2:8042,,container_1710848715047_0053_01_000009,40.171,40.171,0,hdfs://master:9000/pagerank7516192768 > map,application_1710848715047_0053,1710855703.3592076
metricsType=map,52.39644,1710855665655,attempt_1710848715047_0053_m_000008_0,RUNNING,worker5:8042,,container_1710848715047_0053_01_000011,40.175,40.175,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0053,1710855703.371397
metricsType=map,100.0,1710855665637,attempt_1710848715047_0053_m_000009_0,SUCCEEDED,worker6:8042,,container_1710848715047_0053_01_000007,31.408,31.408,1710855697045,hdfs://master:9000/pagerank9663676416,application_1710848715047_0053,1710855703.383373
metricsType=map,56.90649,1710855664781,attempt_1710848715047_0053_m_000000_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000002,44.101,44.101,0,hdfs://master:9000/pagerank0 > map,application_1710848715047_0053,1710855706.423078
metricsType=map,65.19579,1710855664780,attempt_1710848715047_0053_m_000001_0,RUNNING,worker3:8042,,container_1710848715047_0053_01_000004,44.117,44.117,0,hdfs://master:9000/pagerank1073741824 > map,application_1710848715047_0053,1710855706.4378119
metricsType=map,62.43444,1710855664780,attempt_1710848715047_0053_m_000002_0,RUNNING,worker5:8042,,container_1710848715047_0053_01_000005,44.129,44.129,0,hdfs://master:9000/pagerank2147483648 > map,application_1710848715047_0053,1710855706.4500067
metricsType=map,55.91449,1710855665648,attempt_1710848715047_0053_m_000003_0,RUNNING,worker3:8042,,container_1710848715047_0053_01_000010,43.272,43.272,0,hdfs://master:9000/pagerank3221225472 > map,application_1710848715047_0053,1710855706.4614537
metricsType=map,52.14284,1710855665641,attempt_1710848715047_0053_m_000004_0,RUNNING,worker1:8042,,container_1710848715047_0053_01_000006,43.291,43.291,0,hdfs://master:9000/pagerank4294967296 > map,application_1710848715047_0053,1710855706.4737456
metricsType=map,52.09309,1710855665637,attempt_1710848715047_0053_m_000005_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000008,43.309,43.309,0,hdfs://master:9000/pagerank5368709120 > map,application_1710848715047_0053,1710855706.4875488
metricsType=map,50.98466,1710855664778,attempt_1710848715047_0053_m_000006_0,RUNNING,worker2:8042,,container_1710848715047_0053_01_000003,44.18,44.18,0,hdfs://master:9000/pagerank6442450944 > map,application_1710848715047_0053,1710855706.4995055
metricsType=map,54.555756,1710855665647,attempt_1710848715047_0053_m_000007_0,RUNNING,worker2:8042,,container_1710848715047_0053_01_000009,43.323,43.323,0,hdfs://master:9000/pagerank7516192768 > map,application_1710848715047_0053,1710855706.5115023
metricsType=map,52.39644,1710855665655,attempt_1710848715047_0053_m_000008_0,RUNNING,worker5:8042,,container_1710848715047_0053_01_000011,43.327,43.327,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0053,1710855706.5234857
metricsType=map,100.0,1710855665637,attempt_1710848715047_0053_m_000009_0,SUCCEEDED,worker6:8042,,container_1710848715047_0053_01_000007,31.408,31.408,1710855697045,hdfs://master:9000/pagerank9663676416,application_1710848715047_0053,1710855706.5354092
metricsType=map,56.90649,1710855664781,attempt_1710848715047_0053_m_000000_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000002,47.257,47.257,0,hdfs://master:9000/pagerank0 > map,application_1710848715047_0053,1710855709.5787523
metricsType=map,100.0,1710855664780,attempt_1710848715047_0053_m_000001_0,SUCCEEDED,worker3:8042,,container_1710848715047_0053_01_000004,45.156,45.156,1710855709936,hdfs://master:9000/pagerank1073741824,application_1710848715047_0053,1710855709.5915504
metricsType=map,100.0,1710855664780,attempt_1710848715047_0053_m_000002_0,SUCCEEDED,worker5:8042,,container_1710848715047_0053_01_000005,46.79,46.79,1710855711570,hdfs://master:9000/pagerank2147483648,application_1710848715047_0053,1710855709.6029718
metricsType=map,100.0,1710855665648,attempt_1710848715047_0053_m_000003_0,SUCCEEDED,worker3:8042,,container_1710848715047_0053_01_000010,46.128,46.128,1710855711776,hdfs://master:9000/pagerank3221225472,application_1710848715047_0053,1710855709.614733
metricsType=map,61.31398,1710855665641,attempt_1710848715047_0053_m_000004_0,RUNNING,worker1:8042,,container_1710848715047_0053_01_000006,46.444,46.444,0,hdfs://master:9000/pagerank4294967296 > map,application_1710848715047_0053,1710855709.6271188
metricsType=map,57.39786,1710855665637,attempt_1710848715047_0053_m_000005_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000008,46.46,46.46,0,hdfs://master:9000/pagerank5368709120 > map,application_1710848715047_0053,1710855709.638054
metricsType=map,59.95229,1710855664778,attempt_1710848715047_0053_m_000006_0,RUNNING,worker2:8042,,container_1710848715047_0053_01_000003,47.331,47.331,0,hdfs://master:9000/pagerank6442450944 > map,application_1710848715047_0053,1710855709.6496625
metricsType=map,62.44069,1710855665647,attempt_1710848715047_0053_m_000007_0,RUNNING,worker2:8042,,container_1710848715047_0053_01_000009,46.473,46.473,0,hdfs://master:9000/pagerank7516192768 > map,application_1710848715047_0053,1710855709.660946
metricsType=map,62.325443,1710855665655,attempt_1710848715047_0053_m_000008_0,RUNNING,worker5:8042,,container_1710848715047_0053_01_000011,46.477,46.477,0,hdfs://master:9000/pagerank8589934592 > map,application_1710848715047_0053,1710855709.6725008
metricsType=map,100.0,1710855665637,attempt_1710848715047_0053_m_000009_0,SUCCEEDED,worker6:8042,,container_1710848715047_0053_01_000007,31.408,31.408,1710855697045,hdfs://master:9000/pagerank9663676416,application_1710848715047_0053,1710855709.683741
metricsType=map,63.714745,1710855664781,attempt_1710848715047_0053_m_000000_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000002,50.399,50.399,0,hdfs://master:9000/pagerank0 > map,application_1710848715047_0053,1710855712.7204401
metricsType=map,100.0,1710855664780,attempt_1710848715047_0053_m_000001_0,SUCCEEDED,worker3:8042,,container_1710848715047_0053_01_000004,45.156,45.156,1710855709936,hdfs://master:9000/pagerank1073741824,application_1710848715047_0053,1710855712.734078
metricsType=map,100.0,1710855664780,attempt_1710848715047_0053_m_000002_0,SUCCEEDED,worker5:8042,,container_1710848715047_0053_01_000005,46.79,46.79,1710855711570,hdfs://master:9000/pagerank2147483648,application_1710848715047_0053,1710855712.7446413
metricsType=map,100.0,1710855665648,attempt_1710848715047_0053_m_000003_0,SUCCEEDED,worker3:8042,,container_1710848715047_0053_01_000010,46.128,46.128,1710855711776,hdfs://master:9000/pagerank3221225472,application_1710848715047_0053,1710855712.7549412
metricsType=map,100.0,1710855665641,attempt_1710848715047_0053_m_000004_0,SUCCEEDED,worker1:8042,,container_1710848715047_0053_01_000006,46.912,46.912,1710855712553,hdfs://master:9000/pagerank4294967296,application_1710848715047_0053,1710855712.765279
metricsType=map,57.39786,1710855665637,attempt_1710848715047_0053_m_000005_0,RUNNING,worker4:8042,,container_1710848715047_0053_01_000008,49.6,49.6,0,hdfs://master:9000/pagerank5368709120 > map,application_1710848715047_0053,1710855712.7775965
metricsType=map,100.0,1710855664778,attempt_1710848715047_0053_m_000006_0,SUCCEEDED,worker2:8042,,container_1710848715047_0053_01_000003,48.874,48.874,1710855713652,hdfs://master:9000/pagerank6442450944,application_1710848715047_0053,1710855712.7884288
metricsType=map,100.0,1710855665647,attempt_1710848715047_0053_m_000007_0,SUCCEEDED,worker2:8042,,container_1710848715047_0053_01_000009,47.705,47.705,1710855713352,hdfs://master:9000/pagerank7516192768,application_1710848715047_0053,1710855712.7986171
metricsType=map,100.0,1710855665655,attempt_1710848715047_0053_m_000008_0,SUCCEEDED,worker5:8042,,container_1710848715047_0053_01_000011,47.341,47.341,1710855712996,hdfs://master:9000/pagerank8589934592,application_1710848715047_0053,1710855712.8090956
metricsType=map,100.0,1710855665637,attempt_1710848715047_0053_m_000009_0,SUCCEEDED,worker6:8042,,container_1710848715047_0053_01_000007,31.408,31.408,1710855697045,hdfs://master:9000/pagerank9663676416,application_1710848715047_0053,1710855712.820027
metricsType=map,100.0,1710855664781,attempt_1710848715047_0053_m_000000_0,SUCCEEDED,worker4:8042,,container_1710848715047_0053_01_000002,51.967,51.967,1710855716748,hdfs://master:9000/pagerank0,application_1710848715047_0053,1710855715.855983
metricsType=map,100.0,1710855664780,attempt_1710848715047_0053_m_000001_0,SUCCEEDED,worker3:8042,,container_1710848715047_0053_01_000004,45.156,45.156,1710855709936,hdfs://master:9000/pagerank1073741824,application_1710848715047_0053,1710855715.8679879
metricsType=map,100.0,1710855664780,attempt_1710848715047_0053_m_000002_0,SUCCEEDED,worker5:8042,,container_1710848715047_0053_01_000005,46.79,46.79,1710855711570,hdfs://master:9000/pagerank2147483648,application_1710848715047_0053,1710855715.8780556
metricsType=map,100.0,1710855665648,attempt_1710848715047_0053_m_000003_0,SUCCEEDED,worker3:8042,,container_1710848715047_0053_01_000010,46.128,46.128,1710855711776,hdfs://master:9000/pagerank3221225472,application_1710848715047_0053,1710855715.886851
metricsType=map,100.0,1710855665641,attempt_1710848715047_0053_m_000004_0,SUCCEEDED,worker1:8042,,container_1710848715047_0053_01_000006,46.912,46.912,1710855712553,hdfs://master:9000/pagerank4294967296,application_1710848715047_0053,1710855715.8959563
metricsType=map,100.0,1710855665637,attempt_1710848715047_0053_m_000005_0,SUCCEEDED,worker4:8042,,container_1710848715047_0053_01_000008,51.919,51.919,1710855717556,hdfs://master:9000/pagerank5368709120,application_1710848715047_0053,1710855715.9064908
metricsType=map,100.0,1710855664778,attempt_1710848715047_0053_m_000006_0,SUCCEEDED,worker2:8042,,container_1710848715047_0053_01_000003,48.874,48.874,1710855713652,hdfs://master:9000/pagerank6442450944,application_1710848715047_0053,1710855715.9152222
